0;0;0;1.3;-1;-1.9;-1.92685;-1.78601;
0;0;1;1.3;-1;-1.8;-1.40217;-1.16208;
0;0;2;1.3;-1;-1.7;-1.08621;-0.818283;
0;0;3;1.3;-1;-1.6;-0.85425;-0.589369;
0;0;4;1.3;-1;-1.5;-0.667098;-0.423419;
0;0;5;1.3;-1;-1.4;-0.507243;-0.297184;
0;0;6;1.3;-1;-1.3;-0.365304;-0.198139;
0;0;7;1.3;-1;-1.2;-0.235666;-0.118688;
0;0;8;1.3;-1;-1.1;-0.114713;-0.0538182;
0;0;9;1.3;-1;-1;3.45447e-77;1.72723e-77;
0;0;10;1.3;-1;-0.9;0.110988;0.0442992;
0;0;11;1.3;-1;-0.8;0.219533;0.0787541;
0;0;12;1.3;-1;-0.7;0.325638;0.103365;
0;0;13;1.3;-1;-0.6;0.4293;0.118131;
0;0;14;1.3;-1;-0.5;0.530521;0.123053;
0;0;15;1.3;-1;-0.4;0.6293;0.118131;
0;0;16;1.3;-1;-0.3;0.725638;0.103365;
0;0;17;1.3;-1;-0.2;0.819533;0.0787541;
0;0;18;1.3;-1;-0.1;0.910988;0.0442992;
0;0;19;1.3;-1;4.53399e-77;1;-1.76312e-77;
0;0;20;1.3;-1;0.1;1.08618;-0.0552866;
0;0;21;1.3;-1;0.2;1.16735;-0.123003;
0;0;22;1.3;-1;0.3;1.24067;-0.203246;
0;0;23;1.3;-1;0.4;1.30314;-0.295574;
0;0;24;1.3;-1;0.5;1.35177;-0.39894;
0;0;25;1.3;-1;0.6;1.38367;-0.511645;
0;0;26;1.3;-1;0.7;1.39624;-0.631337;
0;0;27;1.3;-1;0.8;1.38737;-0.755041;
0;0;28;1.3;-1;0.9;1.35553;-0.879241;
0;0;29;1.3;-1;1;1.3;-1;
0;0;30;1.3;-1;1.1;1.21943;-1.11246;
0;0;31;1.3;-1;1.2;1.11376;-1.20877;
0;0;32;1.3;-1;1.3;0.987241;-1.28066;
0;0;33;1.3;-1;1.4;0.847234;-1.32154;
0;0;34;1.3;-1;1.5;0.70329;-1.32791;
0;0;35;1.3;-1;1.6;0.565653;-1.30009;
0;0;36;1.3;-1;1.7;0.443488;-1.24218;
0;0;37;1.3;-1;1.8;0.343392;-1.16117;
0;0;38;1.3;-1;1.9;0.268592;-1.0654;
0;0;39;1.3;-1;2;0.219009;-0.962994;
0;0;40;1.3;-1;2.1;0.193069;-0.860127;
0;0;41;1.3;-1;2.2;0.188564;-0.762453;
0;0;42;1.3;-1;2.3;0.201143;-0.674444;
0;0;43;1.3;-1;2.4;0.226059;-0.598023;
0;0;44;1.3;-1;2.5;0.259296;-0.533187;
0;0;45;1.3;-1;2.6;0.298021;-0.478903;
0;0;46;1.3;-1;2.7;0.340501;-0.433865;
0;0;47;1.3;-1;2.8;0.385763;-0.396938;
0;0;48;1.3;-1;2.9;0.433217;-0.367303;
0;0;49;1.3;-1;3;0.482361;-0.344409;
0;0;50;1.3;-1;3.1;0.532945;-0.328337;
