0;0;0;0;2;-1.5;-0.380296;0.362962;
0;0;1;0;2;-1.48286;-0.364579;0.346579;
0;0;2;0;2;-1.46572;-0.349123;0.330674;
0;0;3;0;2;-1.44858;-0.333916;0.31521;
0;0;4;0;2;-1.43144;-0.318944;0.300155;
0;0;5;0;2;-1.4143;-0.304198;0.285479;
0;0;6;0;2;-1.39717;-0.289667;0.271155;
0;0;7;0;2;-1.38003;-0.275344;0.257158;
0;0;8;0;2;-1.36289;-0.261219;0.243467;
0;0;9;0;2;-1.34575;-0.247286;0.230061;
0;0;10;0;2;-1.32861;-0.233538;0.216922;
0;0;11;0;2;-1.31147;-0.219969;0.204032;
0;0;12;0;2;-1.29433;-0.206575;0.191377;
0;0;13;0;2;-1.27719;-0.19335;0.178941;
0;0;14;0;2;-1.26005;-0.180289;0.166711;
0;0;15;0;2;-1.24291;-0.167389;0.154677;
0;0;16;0;2;-1.22577;-0.154646;0.142826;
0;0;17;0;2;-1.20864;-0.142056;0.131149;
0;0;18;0;2;-1.1915;-0.129615;0.119635;
0;0;19;0;2;-1.17436;-0.117321;0.108277;
0;0;20;0;2;-1.15722;-0.105171;0.0970661;
0;0;21;0;2;-1.14008;-0.0931614;0.0859953;
0;0;22;0;2;-1.12294;-0.0812907;0.0750577;
0;0;23;0;2;-1.1058;-0.0695561;0.0642469;
0;0;24;0;2;-1.08866;-0.0579553;0.0535572;
0;0;25;0;2;-1.07152;-0.0464861;0.0429831;
0;0;26;0;2;-1.05438;-0.0351464;0.0325196;
0;0;27;0;2;-1.03724;-0.0239342;0.0221621;
0;0;28;0;2;-1.02011;-0.0128476;0.0119064;
0;0;29;0;2;-1.00297;-0.0018848;0.00174831;
0;0;30;0;2;-0.985827;0.00907084;-0.008229;
0;0;31;0;2;-0.968688;0.020236;-0.0178641;
0;0;32;0;2;-0.951549;0.0316157;-0.0271532;
0;0;33;0;2;-0.93441;0.0432099;-0.0360962;
0;0;34;0;2;-0.917271;0.0550186;-0.0446933;
0;0;35;0;2;-0.900131;0.0670419;-0.0529443;
0;0;36;0;2;-0.882992;0.0792797;-0.0608493;
0;0;37;0;2;-0.865853;0.0917321;-0.0684083;
0;0;38;0;2;-0.848714;0.104399;-0.0756213;
0;0;39;0;2;-0.831575;0.11728;-0.0824883;
0;0;40;0;2;-0.814436;0.130376;-0.0890093;
0;0;41;0;2;-0.797297;0.143687;-0.0951843;
0;0;42;0;2;-0.780158;0.157212;-0.101013;
0;0;43;0;2;-0.763019;0.170951;-0.106496;
0;0;44;0;2;-0.74588;0.184906;-0.111633;
0;0;45;0;2;-0.72874;0.199074;-0.116424;
0;0;46;0;2;-0.711601;0.213457;-0.120869;
0;0;47;0;2;-0.694462;0.228055;-0.124968;
0;0;48;0;2;-0.677323;0.242867;-0.128721;
0;0;49;0;2;-0.660184;0.257894;-0.132128;
0;0;50;0;2;-0.643045;0.273135;-0.135188;
0;0;51;0;2;-0.625906;0.288591;-0.137903;
0;0;52;0;2;-0.608767;0.304261;-0.140272;
0;0;53;0;2;-0.591628;0.320146;-0.142295;
0;0;54;0;2;-0.574489;0.336246;-0.143972;
0;0;55;0;2;-0.557349;0.35256;-0.145303;
0;0;56;0;2;-0.54021;0.369088;-0.146287;
0;0;57;0;2;-0.523071;0.385831;-0.146926;
0;0;58;0;2;-0.505932;0.402789;-0.147219;
0;0;59;0;2;-0.488793;0.419961;-0.147166;
0;0;60;0;2;-0.471654;0.437348;-0.146766;
0;0;61;0;2;-0.454515;0.454949;-0.146021;
0;0;62;0;2;-0.437376;0.472765;-0.14493;
0;0;63;0;2;-0.420237;0.490795;-0.143493;
0;0;64;0;2;-0.403098;0.50904;-0.141709;
0;0;65;0;2;-0.385959;0.527499;-0.13958;
0;0;66;0;2;-0.368819;0.546173;-0.137105;
0;0;67;0;2;-0.35168;0.565061;-0.134283;
0;0;68;0;2;-0.334541;0.584164;-0.131116;
0;0;69;0;2;-0.317402;0.603482;-0.127603;
0;0;70;0;2;-0.300263;0.623014;-0.123743;
0;0;71;0;2;-0.283124;0.64276;-0.119538;
0;0;72;0;2;-0.265985;0.662721;-0.114986;
0;0;73;0;2;-0.248846;0.682897;-0.110089;
