SNAPDIR=zdjecia
PROCESSED=4365
SNAP=512,512
SIZE=2032,1524 SNAP=512,512,98 COLOR=105,95,95
SIZE=1524,2032 SNAP=512,512,99 COLOR=91,70,70
SIZE=2032,1524 SNAP=512,512,100 COLOR=86,67,66
SIZE=2592,1944 SNAP=512,512,101 COLOR=134,135,133
SIZE=1944,2592 SNAP=512,512,102 COLOR=139,141,125
SIZE=2736,3648 SNAP=512,512,103 COLOR=135,131,126
SIZE=2736,3648 SNAP=512,512,104 COLOR=128,130,129
SIZE=3648,2736 SNAP=512,512,105 COLOR=135,128,115
SIZE=3648,2736 SNAP=512,512,106 COLOR=150,146,140
SIZE=3648,2736 SNAP=512,512,107 COLOR=131,109,94
SIZE=1200,900 SNAP=512,512,108 COLOR=162,152,153
SIZE=1200,900 SNAP=512,512,109 COLOR=86,63,67
SIZE=1200,900 SNAP=512,512,110 COLOR=122,117,123
SIZE=1200,900 SNAP=512,512,111 COLOR=99,106,114
SIZE=1200,900 SNAP=512,512,112 COLOR=93,97,111
SIZE=1200,900 SNAP=512,512,113 COLOR=73,84,97
SIZE=1200,900 SNAP=512,512,114 COLOR=107,104,107
SIZE=1200,900 SNAP=512,512,115 COLOR=105,96,66
SIZE=1200,900 SNAP=512,512,116 COLOR=107,117,92
SIZE=1200,900 SNAP=512,512,117 COLOR=113,101,96
SIZE=1200,900 SNAP=512,512,118 COLOR=142,136,135
SIZE=1200,900 SNAP=512,512,119 COLOR=138,124,132
SIZE=900,1200 SNAP=512,512,120 COLOR=94,105,116
SIZE=1200,900 SNAP=512,512,121 COLOR=94,128,140
SIZE=900,1200 SNAP=512,512,122 COLOR=76,114,133
SIZE=900,1200 SNAP=512,512,123 COLOR=74,114,128
SIZE=1200,900 SNAP=512,512,124 COLOR=148,125,123
SIZE=1200,900 SNAP=512,512,125 COLOR=96,83,75
SIZE=1200,900 SNAP=512,512,126 COLOR=107,90,91
SIZE=1200,900 SNAP=512,512,127 COLOR=110,94,93
SIZE=1200,900 SNAP=512,512,128 COLOR=82,75,72
SIZE=1200,900 SNAP=512,512,129 COLOR=127,131,120
SIZE=1200,900 SNAP=512,512,130 COLOR=129,146,117
SIZE=1200,900 SNAP=512,512,131 COLOR=117,137,108
SIZE=1200,900 SNAP=512,512,132 COLOR=131,130,121
SIZE=1200,900 SNAP=512,512,133 COLOR=127,114,81
SIZE=1200,900 SNAP=512,512,134 COLOR=127,145,128
SIZE=1200,900 SNAP=512,512,135 COLOR=142,158,166
SIZE=1200,900 SNAP=512,512,136 COLOR=139,149,158
SIZE=1200,900 SNAP=512,512,137 COLOR=145,155,151
SIZE=1200,900 SNAP=512,512,138 COLOR=112,114,122
SIZE=1200,900 SNAP=512,512,139 COLOR=124,129,115
SIZE=1200,900 SNAP=512,512,140 COLOR=124,139,132
SIZE=1200,900 SNAP=512,512,141 COLOR=129,153,145
SIZE=900,1200 SNAP=512,512,142 COLOR=135,135,133
SIZE=1200,900 SNAP=512,512,143 COLOR=132,132,134
SIZE=1200,900 SNAP=512,512,144 COLOR=127,130,129
SIZE=1200,900 SNAP=512,512,145 COLOR=130,134,115
SIZE=1200,900 SNAP=512,512,146 COLOR=122,129,117
SIZE=1200,900 SNAP=512,512,147 COLOR=155,158,158
SIZE=1200,900 SNAP=512,512,148 COLOR=122,129,124
SIZE=1200,900 SNAP=512,512,149 COLOR=137,147,148
SIZE=1200,900 SNAP=512,512,150 COLOR=127,142,144
SIZE=1200,900 SNAP=512,512,151 COLOR=100,99,96
SIZE=1200,900 SNAP=512,512,152 COLOR=76,66,63
SIZE=1200,900 SNAP=512,512,153 COLOR=90,84,83
SIZE=1200,900 SNAP=512,512,154 COLOR=70,60,59
SIZE=2032,1524 SNAP=512,512,155 COLOR=121,112,112
SIZE=2032,1524 SNAP=512,512,156 COLOR=133,131,122
SIZE=2032,1524 SNAP=512,512,157 COLOR=74,66,65
SIZE=2032,1524 SNAP=512,512,158 COLOR=105,95,95
SIZE=1524,2032 SNAP=512,512,159 COLOR=91,70,70
SIZE=2032,1524 SNAP=512,512,160 COLOR=86,67,66
SIZE=2048,1536 SNAP=512,512,161 COLOR=97,99,100
SIZE=2048,1536 SNAP=512,512,162 COLOR=68,77,94
SIZE=2048,1536 SNAP=512,512,163 COLOR=108,126,148
SIZE=2048,1536 SNAP=512,512,164 COLOR=115,136,153
SIZE=2048,1536 SNAP=512,512,165 COLOR=116,103,94
SIZE=2048,1536 SNAP=512,512,166 COLOR=143,130,126
SIZE=2048,1536 SNAP=512,512,167 COLOR=74,73,71
SIZE=2048,1536 SNAP=512,512,168 COLOR=113,112,105
SIZE=2048,1536 SNAP=512,512,169 COLOR=32,51,68
SIZE=2048,1536 SNAP=512,512,170 COLOR=20,34,47
SIZE=2048,1536 SNAP=512,512,171 COLOR=128,134,105
SIZE=2048,1536 SNAP=512,512,172 COLOR=113,129,92
SIZE=2048,1536 SNAP=512,512,173 COLOR=123,115,101
SIZE=2048,1536 SNAP=512,512,174 COLOR=128,118,112
SIZE=2048,1536 SNAP=512,512,175 COLOR=135,129,119
SIZE=2048,1536 SNAP=512,512,176 COLOR=134,129,118
SIZE=2048,1536 SNAP=512,512,177 COLOR=141,118,118
SIZE=2048,1536 SNAP=512,512,178 COLOR=120,125,110
SIZE=2048,1536 SNAP=512,512,179 COLOR=110,110,105
SIZE=2048,1536 SNAP=512,512,180 COLOR=135,139,137
SIZE=2048,1536 SNAP=512,512,181 COLOR=143,136,134
SIZE=2048,1536 SNAP=512,512,182 COLOR=134,131,133
SIZE=2048,1536 SNAP=512,512,183 COLOR=130,130,134
SIZE=2048,1536 SNAP=512,512,184 COLOR=140,134,134
SIZE=2048,1536 SNAP=512,512,185 COLOR=142,137,144
SIZE=2048,1536 SNAP=512,512,186 COLOR=135,131,130
SIZE=2048,1536 SNAP=512,512,187 COLOR=109,102,107
SIZE=2048,1536 SNAP=512,512,188 COLOR=133,126,129
SIZE=2048,1536 SNAP=512,512,189 COLOR=103,94,88
SIZE=2048,1536 SNAP=512,512,190 COLOR=128,115,109
SIZE=2048,1536 SNAP=512,512,191 COLOR=139,127,119
SIZE=2048,1536 SNAP=512,512,192 COLOR=116,120,106
SIZE=2048,1536 SNAP=512,512,193 COLOR=120,123,120
SIZE=2048,1536 SNAP=512,512,194 COLOR=115,108,100
SIZE=2048,1536 SNAP=512,512,195 COLOR=126,123,121
SIZE=2048,1536 SNAP=512,512,196 COLOR=65,51,50
SIZE=2048,1536 SNAP=512,512,197 COLOR=49,38,34
SIZE=2048,1536 SNAP=512,512,198 COLOR=105,102,96
SIZE=2048,1536 SNAP=512,512,199 COLOR=113,110,104
SIZE=2048,1536 SNAP=512,512,200 COLOR=114,127,107
SIZE=2048,1536 SNAP=512,512,201 COLOR=121,127,112
SIZE=2048,1536 SNAP=512,512,202 COLOR=116,115,115
SIZE=2048,1536 SNAP=512,512,203 COLOR=109,110,105
SIZE=2048,1536 SNAP=512,512,204 COLOR=107,107,108
SIZE=2048,1536 SNAP=512,512,205 COLOR=122,121,109
SIZE=2048,1536 SNAP=512,512,206 COLOR=126,129,130
SIZE=2048,1536 SNAP=512,512,207 COLOR=139,140,146
SIZE=2048,1536 SNAP=512,512,208 COLOR=128,131,123
SIZE=2048,1536 SNAP=512,512,209 COLOR=127,126,124
SIZE=2048,1536 SNAP=512,512,210 COLOR=125,128,134
SIZE=2048,1536 SNAP=512,512,211 COLOR=123,127,133
SIZE=2048,1536 SNAP=512,512,212 COLOR=128,130,136
SIZE=2048,1536 SNAP=512,512,213 COLOR=120,119,121
SIZE=2048,1536 SNAP=512,512,214 COLOR=124,123,126
SIZE=2048,1536 SNAP=512,512,215 COLOR=150,134,140
SIZE=2048,1536 SNAP=512,512,216 COLOR=115,112,116
SIZE=2048,1536 SNAP=512,512,217 COLOR=105,109,99
SIZE=2048,1536 SNAP=512,512,218 COLOR=93,77,70
SIZE=2048,1536 SNAP=512,512,219 COLOR=112,97,90
SIZE=2048,1536 SNAP=512,512,220 COLOR=120,96,83
SIZE=2048,1536 SNAP=512,512,221 COLOR=126,93,76
SIZE=2048,1536 SNAP=512,512,222 COLOR=104,89,80
SIZE=2048,1536 SNAP=512,512,223 COLOR=69,75,53
SIZE=2048,1536 SNAP=512,512,224 COLOR=83,80,74
SIZE=2048,1536 SNAP=512,512,225 COLOR=121,120,121
SIZE=2048,1536 SNAP=512,512,226 COLOR=99,112,96
SIZE=2048,1536 SNAP=512,512,227 COLOR=42,43,37
SIZE=2048,1536 SNAP=512,512,228 COLOR=73,71,73
SIZE=2048,1536 SNAP=512,512,229 COLOR=139,147,115
SIZE=2048,1536 SNAP=512,512,230 COLOR=146,146,123
SIZE=2048,1536 SNAP=512,512,231 COLOR=135,138,110
SIZE=2048,1536 SNAP=512,512,232 COLOR=100,132,139
SIZE=2048,1536 SNAP=512,512,233 COLOR=97,108,115
SIZE=2048,1536 SNAP=512,512,234 COLOR=113,116,109
SIZE=2048,1536 SNAP=512,512,235 COLOR=131,130,129
SIZE=2048,1536 SNAP=512,512,236 COLOR=113,97,81
SIZE=2048,1536 SNAP=512,512,237 COLOR=112,107,107
SIZE=2048,1536 SNAP=512,512,238 COLOR=96,85,72
SIZE=2048,1536 SNAP=512,512,239 COLOR=121,122,115
SIZE=2048,1536 SNAP=512,512,240 COLOR=156,52,68
SIZE=2048,1536 SNAP=512,512,241 COLOR=82,90,97
SIZE=2048,1536 SNAP=512,512,242 COLOR=112,97,98
SIZE=2048,1536 SNAP=512,512,243 COLOR=120,123,134
SIZE=2048,1536 SNAP=512,512,244 COLOR=120,114,117
SIZE=2048,1536 SNAP=512,512,245 COLOR=104,107,119
SIZE=2048,1536 SNAP=512,512,246 COLOR=118,87,99
SIZE=2048,1536 SNAP=512,512,247 COLOR=96,102,95
SIZE=2048,1536 SNAP=512,512,248 COLOR=85,75,65
SIZE=2048,1536 SNAP=512,512,249 COLOR=85,83,83
SIZE=2048,1536 SNAP=512,512,250 COLOR=77,77,81
SIZE=2048,1536 SNAP=512,512,251 COLOR=68,69,67
SIZE=2048,1536 SNAP=512,512,252 COLOR=150,147,142
SIZE=2048,1536 SNAP=512,512,253 COLOR=103,98,105
SIZE=2048,1536 SNAP=512,512,254 COLOR=98,95,94
SIZE=2048,1536 SNAP=512,512,255 COLOR=98,89,74
SIZE=2048,1536 SNAP=512,512,256 COLOR=72,69,65
SIZE=2048,1536 SNAP=512,512,257 COLOR=82,80,80
SIZE=2048,1536 SNAP=512,512,258 COLOR=115,109,107
SIZE=2048,1536 SNAP=512,512,259 COLOR=92,87,92
SIZE=2048,1536 SNAP=512,512,260 COLOR=126,122,125
SIZE=2048,1536 SNAP=512,512,261 COLOR=132,126,131
SIZE=2048,1536 SNAP=512,512,262 COLOR=135,143,141
SIZE=2048,1536 SNAP=512,512,263 COLOR=125,121,117
SIZE=2048,1536 SNAP=512,512,264 COLOR=125,142,160
SIZE=2048,1536 SNAP=512,512,265 COLOR=112,104,100
SIZE=2048,1536 SNAP=512,512,266 COLOR=55,56,57
SIZE=2048,1536 SNAP=512,512,267 COLOR=95,70,85
SIZE=2048,1536 SNAP=512,512,268 COLOR=95,89,88
SIZE=2048,1536 SNAP=512,512,269 COLOR=72,66,66
SIZE=2048,1536 SNAP=512,512,270 COLOR=92,74,86
SIZE=2048,1536 SNAP=512,512,271 COLOR=73,72,73
SIZE=2048,1536 SNAP=512,512,272 COLOR=121,113,128
SIZE=2048,1536 SNAP=512,512,273 COLOR=125,96,111
SIZE=2048,1536 SNAP=512,512,274 COLOR=88,85,93
SIZE=2048,1536 SNAP=512,512,275 COLOR=80,77,85
SIZE=2048,1536 SNAP=512,512,276 COLOR=84,78,85
SIZE=2048,1536 SNAP=512,512,277 COLOR=82,78,85
SIZE=2048,1536 SNAP=512,512,278 COLOR=99,91,93
SIZE=2048,1536 SNAP=512,512,279 COLOR=55,48,53
SIZE=2048,1536 SNAP=512,512,280 COLOR=58,57,60
SIZE=2816,2112 SNAP=512,512,281 COLOR=132,125,121
SIZE=2816,2112 SNAP=512,512,282 COLOR=93,89,89
SIZE=2816,2112 SNAP=512,512,283 COLOR=114,112,112
SIZE=2816,2112 SNAP=512,512,284 COLOR=111,112,113
SIZE=2816,2112 SNAP=512,512,285 COLOR=148,137,136
SIZE=2816,2112 SNAP=512,512,286 COLOR=134,138,139
SIZE=2816,2112 SNAP=512,512,287 COLOR=93,94,98
SIZE=2816,2112 SNAP=512,512,288 COLOR=103,106,110
SIZE=2816,2112 SNAP=512,512,289 COLOR=101,117,135
SIZE=2816,2112 SNAP=512,512,290 COLOR=105,113,126
SIZE=2816,2112 SNAP=512,512,291 COLOR=72,77,80
SIZE=2816,2112 SNAP=512,512,292 COLOR=122,103,84
SIZE=2816,2112 SNAP=512,512,293 COLOR=146,133,126
SIZE=2816,2112 SNAP=512,512,294 COLOR=144,127,119
SIZE=2816,2112 SNAP=512,512,295 COLOR=79,65,78
SIZE=2816,2112 SNAP=512,512,296 COLOR=116,81,100
SIZE=2816,2112 SNAP=512,512,297 COLOR=168,113,138
SIZE=2816,2112 SNAP=512,512,298 COLOR=158,107,126
SIZE=2816,2112 SNAP=512,512,299 COLOR=67,60,50
SIZE=2816,2112 SNAP=512,512,300 COLOR=88,60,58
SIZE=2816,2112 SNAP=512,512,301 COLOR=115,109,116
SIZE=2816,2112 SNAP=512,512,302 COLOR=145,134,140
SIZE=2816,2112 SNAP=512,512,303 COLOR=148,140,149
SIZE=2816,2112 SNAP=512,512,304 COLOR=165,160,169
SIZE=2816,2112 SNAP=512,512,305 COLOR=131,121,132
SIZE=640,480 SNAP=512,512,306 COLOR=104,82,77
SIZE=2816,2112 SNAP=512,512,307 COLOR=153,143,154
SIZE=2816,2112 SNAP=512,512,308 COLOR=130,118,129
SIZE=2816,2112 SNAP=512,512,309 COLOR=121,120,130
SIZE=2816,2112 SNAP=512,512,310 COLOR=128,110,119
SIZE=2816,2112 SNAP=512,512,311 COLOR=64,52,56
SIZE=2816,2112 SNAP=512,512,312 COLOR=133,119,122
SIZE=2816,2112 SNAP=512,512,313 COLOR=139,134,146
SIZE=2816,2112 SNAP=512,512,314 COLOR=153,146,156
SIZE=2816,2112 SNAP=512,512,315 COLOR=145,138,148
SIZE=2816,2112 SNAP=512,512,316 COLOR=155,141,149
SIZE=2816,2112 SNAP=512,512,317 COLOR=120,100,114
SIZE=2816,2112 SNAP=512,512,318 COLOR=132,121,131
SIZE=2816,2112 SNAP=512,512,319 COLOR=104,89,93
SIZE=2816,2112 SNAP=512,512,320 COLOR=95,81,87
SIZE=2816,2112 SNAP=512,512,321 COLOR=120,108,114
SIZE=2816,2112 SNAP=512,512,322 COLOR=19,13,10
SIZE=2816,2112 SNAP=512,512,323 COLOR=120,94,97
SIZE=2816,2112 SNAP=512,512,324 COLOR=143,108,116
SIZE=2816,2112 SNAP=512,512,325 COLOR=70,54,55
SIZE=2816,2112 SNAP=512,512,326 COLOR=80,63,62
SIZE=2816,2112 SNAP=512,512,327 COLOR=73,59,57
SIZE=2816,2112 SNAP=512,512,328 COLOR=75,54,53
SIZE=2816,2112 SNAP=512,512,329 COLOR=110,87,79
SIZE=2816,2112 SNAP=512,512,330 COLOR=87,67,66
SIZE=2816,2112 SNAP=512,512,331 COLOR=138,117,112
SIZE=2816,2112 SNAP=512,512,332 COLOR=147,135,133
SIZE=2816,2112 SNAP=512,512,333 COLOR=138,120,124
SIZE=1024,768 SNAP=512,512,334 COLOR=29,28,31
SIZE=1024,768 SNAP=512,512,335 COLOR=53,54,61
SIZE=2816,2112 SNAP=512,512,336 COLOR=132,123,123
SIZE=2816,2112 SNAP=512,512,337 COLOR=134,115,115
SIZE=2816,2112 SNAP=512,512,338 COLOR=138,131,135
SIZE=2816,2112 SNAP=512,512,339 COLOR=156,143,146
SIZE=2816,2112 SNAP=512,512,340 COLOR=123,120,118
SIZE=2816,2112 SNAP=512,512,341 COLOR=138,132,130
SIZE=2816,2112 SNAP=512,512,342 COLOR=116,113,112
SIZE=2816,2112 SNAP=512,512,343 COLOR=158,150,151
SIZE=2816,2112 SNAP=512,512,344 COLOR=170,171,172
SIZE=2816,2112 SNAP=512,512,345 COLOR=150,149,149
SIZE=2816,2112 SNAP=512,512,346 COLOR=170,172,172
SIZE=2816,2112 SNAP=512,512,347 COLOR=132,132,132
SIZE=2816,2112 SNAP=512,512,348 COLOR=168,167,167
SIZE=2816,2112 SNAP=512,512,349 COLOR=157,154,153
SIZE=2816,2112 SNAP=512,512,350 COLOR=148,146,145
SIZE=2816,2112 SNAP=512,512,351 COLOR=113,82,80
SIZE=2816,2112 SNAP=512,512,352 COLOR=108,83,78
SIZE=2816,2112 SNAP=512,512,353 COLOR=147,132,127
SIZE=2816,2112 SNAP=512,512,354 COLOR=147,101,52
SIZE=2816,2112 SNAP=512,512,355 COLOR=193,168,149
SIZE=2816,2112 SNAP=512,512,356 COLOR=145,133,120
SIZE=2816,2112 SNAP=512,512,357 COLOR=152,140,126
SIZE=2816,2112 SNAP=512,512,358 COLOR=160,138,121
SIZE=2816,2112 SNAP=512,512,359 COLOR=127,93,56
SIZE=2816,2112 SNAP=512,512,360 COLOR=190,164,153
SIZE=2816,2112 SNAP=512,512,361 COLOR=110,89,86
SIZE=2816,2112 SNAP=512,512,362 COLOR=167,144,140
SIZE=2816,2112 SNAP=512,512,363 COLOR=143,113,111
SIZE=2816,2112 SNAP=512,512,364 COLOR=94,61,23
SIZE=2816,2112 SNAP=512,512,365 COLOR=210,187,183
SIZE=2816,2112 SNAP=512,512,366 COLOR=196,178,138
SIZE=2816,2112 SNAP=512,512,367 COLOR=134,150,153
SIZE=2816,2112 SNAP=512,512,368 COLOR=97,120,103
SIZE=2816,2112 SNAP=512,512,369 COLOR=185,160,134
SIZE=2816,2112 SNAP=512,512,370 COLOR=65,46,33
SIZE=2816,2112 SNAP=512,512,371 COLOR=101,96,89
SIZE=2816,2112 SNAP=512,512,372 COLOR=123,120,120
SIZE=2816,2112 SNAP=512,512,373 COLOR=135,120,122
SIZE=2816,2112 SNAP=512,512,374 COLOR=161,140,120
SIZE=2816,2112 SNAP=512,512,375 COLOR=120,86,67
SIZE=2816,2112 SNAP=512,512,376 COLOR=202,172,163
SIZE=2816,2112 SNAP=512,512,377 COLOR=161,136,127
SIZE=2816,2112 SNAP=512,512,378 COLOR=125,112,106
SIZE=2816,2112 SNAP=512,512,379 COLOR=138,92,79
SIZE=2816,2112 SNAP=512,512,380 COLOR=133,111,103
SIZE=2816,2112 SNAP=512,512,381 COLOR=97,79,75
SIZE=2816,2112 SNAP=512,512,382 COLOR=124,100,95
SIZE=2816,2112 SNAP=512,512,383 COLOR=135,110,94
SIZE=2816,2112 SNAP=512,512,384 COLOR=160,144,140
SIZE=2816,2112 SNAP=512,512,385 COLOR=162,121,110
SIZE=2816,2112 SNAP=512,512,386 COLOR=132,118,108
SIZE=2816,2112 SNAP=512,512,387 COLOR=143,123,121
SIZE=640,480 SNAP=512,512,388 COLOR=150,117,76
SIZE=2816,2112 SNAP=512,512,389 COLOR=119,113,113
SIZE=2816,2112 SNAP=512,512,390 COLOR=72,68,67
SIZE=2816,2112 SNAP=512,512,391 COLOR=228,214,207
SIZE=2816,2112 SNAP=512,512,392 COLOR=46,36,34
SIZE=2816,2112 SNAP=512,512,393 COLOR=216,193,183
SIZE=2816,2112 SNAP=512,512,394 COLOR=198,179,171
SIZE=2816,2112 SNAP=512,512,395 COLOR=124,123,123
SIZE=2816,2112 SNAP=512,512,396 COLOR=93,96,98
SIZE=2816,2112 SNAP=512,512,397 COLOR=107,119,133
SIZE=2816,2112 SNAP=512,512,398 COLOR=126,138,165
SIZE=2816,2112 SNAP=512,512,399 COLOR=146,117,112
SIZE=2816,2112 SNAP=512,512,400 COLOR=86,78,76
SIZE=2816,2112 SNAP=512,512,401 COLOR=149,122,117
SIZE=2816,2112 SNAP=512,512,402 COLOR=167,162,160
SIZE=2816,2112 SNAP=512,512,403 COLOR=114,100,96
SIZE=2816,2112 SNAP=512,512,404 COLOR=125,112,109
SIZE=2816,2112 SNAP=512,512,405 COLOR=149,144,129
SIZE=2816,2112 SNAP=512,512,406 COLOR=157,142,134
SIZE=2816,2112 SNAP=512,512,407 COLOR=240,216,208
SIZE=2816,2112 SNAP=512,512,408 COLOR=111,57,54
SIZE=2816,2112 SNAP=512,512,409 COLOR=215,185,176
SIZE=2816,2112 SNAP=512,512,410 COLOR=216,184,175
SIZE=2816,2112 SNAP=512,512,411 COLOR=121,87,93
SIZE=2816,2112 SNAP=512,512,412 COLOR=121,91,97
SIZE=2816,2112 SNAP=512,512,413 COLOR=159,121,131
SIZE=2816,2112 SNAP=512,512,414 COLOR=148,118,124
SIZE=2816,2112 SNAP=512,512,415 COLOR=76,57,61
SIZE=2816,2112 SNAP=512,512,416 COLOR=100,75,78
SIZE=2816,2112 SNAP=512,512,417 COLOR=101,78,79
SIZE=2816,2112 SNAP=512,512,418 COLOR=125,94,88
SIZE=2816,2112 SNAP=512,512,419 COLOR=138,117,117
SIZE=2816,2112 SNAP=512,512,420 COLOR=134,95,93
SIZE=2816,2112 SNAP=512,512,421 COLOR=148,122,121
SIZE=2816,2112 SNAP=512,512,422 COLOR=123,91,74
SIZE=2816,2112 SNAP=512,512,423 COLOR=128,91,66
SIZE=2816,2112 SNAP=512,512,424 COLOR=128,91,62
SIZE=2816,2112 SNAP=512,512,425 COLOR=148,107,78
