t=0.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=5.040000, y(t)=-0.978835, y'(t)=0.211176, z(t)=-0.344296, z'(t)=0.570069, v(t)=-1.750250, v'(t)=2.616073, X(t)=-0.978835, Y(t)=-0.344296, Z(t)=-1.750250
t=5.060000, y(t)=-0.976062, y'(t)=0.066213, z(t)=-0.333228, z'(t)=0.536532, v(t)=-1.698299, v'(t)=2.578154, X(t)=-0.976062, Y(t)=-0.333228, Z(t)=-1.698299
t=5.080000, y(t)=-0.976183, y'(t)=-0.078198, z(t)=-0.322841, z'(t)=0.501940, v(t)=-1.647157, v'(t)=2.535250, X(t)=-0.976183, Y(t)=-0.322841, Z(t)=-1.647157
t=5.100000, y(t)=-0.979183, y'(t)=-0.221697, z(t)=-0.313157, z'(t)=0.466373, v(t)=-1.596922, v'(t)=2.487467, X(t)=-0.979183, Y(t)=-0.313157, Z(t)=-1.596922
t=5.120000, y(t)=-0.985042, y'(t)=-0.363929, z(t)=-0.304192, z'(t)=0.429915, v(t)=-1.547690, v'(t)=2.434919, X(t)=-0.985042, Y(t)=-0.304192, Z(t)=-1.547690
t=5.140000, y(t)=-0.993730, y'(t)=-0.504544, z(t)=-0.295966, z'(t)=0.392650, v(t)=-1.499556, v'(t)=2.377731, X(t)=-0.993730, Y(t)=-0.295966, Z(t)=-1.499556
t=5.160000, y(t)=-1.005211, y'(t)=-0.643196, z(t)=-0.288491, z'(t)=0.354663, v(t)=-1.452611, v'(t)=2.316034, X(t)=-1.005211, Y(t)=-0.288491, Z(t)=-1.452611
t=5.180000, y(t)=-1.019442, y'(t)=-0.779547, z(t)=-0.281783, z'(t)=0.316041, v(t)=-1.406944, v'(t)=2.249970, X(t)=-1.019442, Y(t)=-0.281783, Z(t)=-1.406944
t=5.200000, y(t)=-1.036375, y'(t)=-0.913264, z(t)=-0.275853, z'(t)=0.276874, v(t)=-1.362640, v'(t)=2.179688, X(t)=-1.036375, Y(t)=-0.275853, Z(t)=-1.362640
t=5.220000, y(t)=-1.055953, y'(t)=-1.044023, z(t)=-0.270711, z'(t)=0.237249, v(t)=-1.319783, v'(t)=2.105344, X(t)=-1.055953, Y(t)=-0.270711, Z(t)=-1.319783
t=5.240000, y(t)=-1.078114, y'(t)=-1.171509, z(t)=-0.266366, z'(t)=0.197256, v(t)=-1.278453, v'(t)=2.027103, X(t)=-1.078114, Y(t)=-0.266366, Z(t)=-1.278453
t=5.260000, y(t)=-1.102790, y'(t)=-1.295415, z(t)=-0.262823, z'(t)=0.156986, v(t)=-1.238724, v'(t)=1.945136, X(t)=-1.102790, Y(t)=-0.262823, Z(t)=-1.238724
t=5.280000, y(t)=-1.129905, y'(t)=-1.415447, z(t)=-0.260088, z'(t)=0.116529, v(t)=-1.200671, v'(t)=1.859621, X(t)=-1.129905, Y(t)=-0.260088, Z(t)=-1.200671
t=5.300000, y(t)=-1.159380, y'(t)=-1.531317, z(t)=-0.258162, z'(t)=0.075974, v(t)=-1.164362, v'(t)=1.770743, X(t)=-1.159380, Y(t)=-0.258162, Z(t)=-1.164362
t=5.320000, y(t)=-1.191128, y'(t)=-1.642753, z(t)=-0.257049, z'(t)=0.035414, v(t)=-1.129862, v'(t)=1.678693, X(t)=-1.191128, Y(t)=-0.257049, Z(t)=-1.129862
t=5.340000, y(t)=-1.225058, y'(t)=-1.749492, z(t)=-0.256745, z'(t)=-0.005063, v(t)=-1.097234, v'(t)=1.583666, X(t)=-1.225058, Y(t)=-0.256745, Z(t)=-1.097234
t=5.360000, y(t)=-1.261075, y'(t)=-1.851286, z(t)=-0.257250, z'(t)=-0.045368, v(t)=-1.066534, v'(t)=1.485863, X(t)=-1.261075, Y(t)=-0.257250, Z(t)=-1.066534
t=5.380000, y(t)=-1.299075, y'(t)=-1.947898, z(t)=-0.258558, z'(t)=-0.085411, v(t)=-1.037816, v'(t)=1.385491, X(t)=-1.299075, Y(t)=-0.258558, Z(t)=-1.037816
t=5.400000, y(t)=-1.338955, y'(t)=-2.039106, z(t)=-0.260664, z'(t)=-0.125104, v(t)=-1.011130, v'(t)=1.282760, X(t)=-1.338955, Y(t)=-0.260664, Z(t)=-1.011130
t=5.420000, y(t)=-1.380602, y'(t)=-2.124702, z(t)=-0.263560, z'(t)=-0.164362, v(t)=-0.986520, v'(t)=1.177883, X(t)=-1.380602, Y(t)=-0.263560, Z(t)=-0.986520
t=5.440000, y(t)=-1.423904, y'(t)=-2.204493, z(t)=-0.267235, z'(t)=-0.203099, v(t)=-0.964028, v'(t)=1.071078, X(t)=-1.423904, Y(t)=-0.267235, Z(t)=-0.964028
t=5.460000, y(t)=-1.468742, y'(t)=-2.278300, z(t)=-0.271680, z'(t)=-0.241232, v(t)=-0.943689, v'(t)=0.962567, X(t)=-1.468742, Y(t)=-0.271680, Z(t)=-0.943689
t=5.480000, y(t)=-1.514995, y'(t)=-2.345961, z(t)=-0.276880, z'(t)=-0.278677, v(t)=-0.925535, v'(t)=0.852571, X(t)=-1.514995, Y(t)=-0.276880, Z(t)=-0.925535
t=5.500000, y(t)=-1.562538, y'(t)=-2.407328, z(t)=-0.282822, z'(t)=-0.315355, v(t)=-0.909594, v'(t)=0.741315, X(t)=-1.562538, Y(t)=-0.282822, Z(t)=-0.909594
t=5.520000, y(t)=-1.611245, y'(t)=-2.462271, z(t)=-0.289488, z'(t)=-0.351188, v(t)=-0.895889, v'(t)=0.629027, X(t)=-1.611245, Y(t)=-0.289488, Z(t)=-0.895889
t=5.540000, y(t)=-1.660986, y'(t)=-2.510675, z(t)=-0.296863, z'(t)=-0.386100, v(t)=-0.884438, v'(t)=0.515934, X(t)=-1.660986, Y(t)=-0.296863, Z(t)=-0.884438
t=5.560000, y(t)=-1.711628, y'(t)=-2.552442, z(t)=-0.304926, z'(t)=-0.420016, v(t)=-0.875256, v'(t)=0.402265, X(t)=-1.711628, Y(t)=-0.304926, Z(t)=-0.875256
t=5.580000, y(t)=-1.763039, y'(t)=-2.587492, z(t)=-0.313656, z'(t)=-0.452866, v(t)=-0.868350, v'(t)=0.288249, X(t)=-1.763039, Y(t)=-0.313656, Z(t)=-0.868350
t=5.600000, y(t)=-1.815082, y'(t)=-2.615759, z(t)=-0.323033, z'(t)=-0.484581, v(t)=-0.863727, v'(t)=0.174113, X(t)=-1.815082, Y(t)=-0.323033, Z(t)=-0.863727
t=5.620000, y(t)=-1.867623, y'(t)=-2.637197, z(t)=-0.333032, z'(t)=-0.515096, v(t)=-0.861385, v'(t)=0.060086, X(t)=-1.867623, Y(t)=-0.333032, Z(t)=-0.861385
t=5.640000, y(t)=-1.920525, y'(t)=-2.651775, z(t)=-0.343628, z'(t)=-0.544347, v(t)=-0.861321, v'(t)=-0.053606, X(t)=-1.920525, Y(t)=-0.343628, Z(t)=-0.861321
t=5.660000, y(t)=-1.973649, y'(t)=-2.659481, z(t)=-0.354797, z'(t)=-0.572275, v(t)=-0.863525, v'(t)=-0.166736, X(t)=-1.973649, Y(t)=-0.354797, Z(t)=-0.863525
t=5.680000, y(t)=-2.026858, y'(t)=-2.660317, z(t)=-0.366510, z'(t)=-0.598823, v(t)=-0.867985, v'(t)=-0.279084, X(t)=-2.026858, Y(t)=-0.366510, Z(t)=-0.867985
t=5.700000, y(t)=-2.080016, y'(t)=-2.654306, z(t)=-0.378740, z'(t)=-0.623938, v(t)=-0.874682, v'(t)=-0.390426, X(t)=-2.080016, Y(t)=-0.378740, Z(t)=-0.874682
t=5.720000, y(t)=-2.132985, y'(t)=-2.641483, z(t)=-0.391458, z'(t)=-0.647570, v(t)=-0.883594, v'(t)=-0.500547, X(t)=-2.132985, Y(t)=-0.391458, Z(t)=-0.883594
t=5.740000, y(t)=-2.185630, y'(t)=-2.621905, z(t)=-0.404633, z'(t)=-0.669672, v(t)=-0.894694, v'(t)=-0.609230, X(t)=-2.185630, Y(t)=-0.404633, Z(t)=-0.894694
t=5.760000, y(t)=-2.237816, y'(t)=-2.595641, z(t)=-0.418234, z'(t)=-0.690202, v(t)=-0.907952, v'(t)=-0.716266, X(t)=-2.237816, Y(t)=-0.418234, Z(t)=-0.907952
t=5.780000, y(t)=-2.289412, y'(t)=-2.562778, z(t)=-0.432230, z'(t)=-0.709120, v(t)=-0.923333, v'(t)=-0.821448, X(t)=-2.289412, Y(t)=-0.432230, Z(t)=-0.923333
t=5.800000, y(t)=-2.340284, y'(t)=-2.523419, z(t)=-0.446588, z'(t)=-0.726391, v(t)=-0.940796, v'(t)=-0.924574, X(t)=-2.340284, Y(t)=-0.446588, Z(t)=-0.940796
t=5.820000, y(t)=-2.390306, y'(t)=-2.477684, z(t)=-0.461274, z'(t)=-0.741983, v(t)=-0.960301, v'(t)=-1.025446, X(t)=-2.390306, Y(t)=-0.461274, Z(t)=-0.960301
t=5.840000, y(t)=-2.439350, y'(t)=-2.425705, z(t)=-0.476256, z'(t)=-0.755868, v(t)=-0.981798, v'(t)=-1.123873, X(t)=-2.439350, Y(t)=-0.476256, Z(t)=-0.981798
t=5.860000, y(t)=-2.487293, y'(t)=-2.367631, z(t)=-0.491498, z'(t)=-0.768022, v(t)=-1.005238, v'(t)=-1.219668, X(t)=-2.487293, Y(t)=-0.491498, Z(t)=-1.005238
t=5.880000, y(t)=-2.534016, y'(t)=-2.303626, z(t)=-0.506965, z'(t)=-0.778426, v(t)=-1.030566, v'(t)=-1.312651, X(t)=-2.534016, Y(t)=-0.506965, Z(t)=-1.030566
t=5.900000, y(t)=-2.579400, y'(t)=-2.233867, z(t)=-0.522623, z'(t)=-0.787063, v(t)=-1.057724, v'(t)=-1.402648, X(t)=-2.579400, Y(t)=-0.522623, Z(t)=-1.057724
t=5.920000, y(t)=-2.623333, y'(t)=-2.158545, z(t)=-0.538436, z'(t)=-0.793921, v(t)=-1.086651, v'(t)=-1.489491, X(t)=-2.623333, Y(t)=-0.538436, Z(t)=-1.086651
t=5.940000, y(t)=-2.665706, y'(t)=-2.077863, z(t)=-0.554368, z'(t)=-0.798992, v(t)=-1.117282, v'(t)=-1.573020, X(t)=-2.665706, Y(t)=-0.554368, Z(t)=-1.117282
t=5.960000, y(t)=-2.706413, y'(t)=-1.992038, z(t)=-0.570383, z'(t)=-0.802273, v(t)=-1.149549, v'(t)=-1.653083, X(t)=-2.706413, Y(t)=-0.570383, Z(t)=-1.149549
t=5.980000, y(t)=-2.745355, y'(t)=-1.901298, z(t)=-0.586447, z'(t)=-0.803761, v(t)=-1.183381, v'(t)=-1.729533, X(t)=-2.745355, Y(t)=-0.586447, Z(t)=-1.183381
t=6.000000, y(t)=-2.782434, y'(t)=-1.805882, z(t)=-0.602522, z'(t)=-0.803463, v(t)=-1.218705, v'(t)=-1.802232, X(t)=-2.782434, Y(t)=-0.602522, Z(t)=-1.218705
t=6.020000, y(t)=-2.817561, y'(t)=-1.706041, z(t)=-0.618573, z'(t)=-0.801385, v(t)=-1.255444, v'(t)=-1.871051, X(t)=-2.817561, Y(t)=-0.618573, Z(t)=-1.255444
t=6.040000, y(t)=-2.850648, y'(t)=-1.602034, z(t)=-0.634566, z'(t)=-0.797539, v(t)=-1.293520, v'(t)=-1.935867, X(t)=-2.850648, Y(t)=-0.634566, Z(t)=-1.293520
t=6.060000, y(t)=-2.881616, y'(t)=-1.494131, z(t)=-0.650463, z'(t)=-0.791941, v(t)=-1.332852, v'(t)=-1.996569, X(t)=-2.881616, Y(t)=-0.650463, Z(t)=-1.332852
t=6.080000, y(t)=-2.910389, y'(t)=-1.382609, z(t)=-0.666232, z'(t)=-0.784609, v(t)=-1.373355, v'(t)=-2.053051, X(t)=-2.910389, Y(t)=-0.666232, Z(t)=-1.373355
t=6.100000, y(t)=-2.936898, y'(t)=-1.267756, z(t)=-0.681836, z'(t)=-0.775569, v(t)=-1.414945, v'(t)=-2.105218, X(t)=-2.936898, Y(t)=-0.681836, Z(t)=-1.414945
t=6.120000, y(t)=-2.961079, y'(t)=-1.149863, z(t)=-0.697243, z'(t)=-0.764845, v(t)=-1.457534, v'(t)=-2.152982, X(t)=-2.961079, Y(t)=-0.697243, Z(t)=-1.457534
t=6.140000, y(t)=-2.982874, y'(t)=-1.029230, z(t)=-0.712419, z'(t)=-0.752469, v(t)=-1.501034, v'(t)=-2.196267, X(t)=-2.982874, Y(t)=-0.712419, Z(t)=-1.501034
t=6.160000, y(t)=-3.002232, y'(t)=-0.906163, z(t)=-0.727331, z'(t)=-0.738475, v(t)=-1.545355, v'(t)=-2.235004, X(t)=-3.002232, Y(t)=-0.727331, Z(t)=-1.545355
t=6.180000, y(t)=-3.019107, y'(t)=-0.780972, z(t)=-0.741948, z'(t)=-0.722899, v(t)=-1.590404, v'(t)=-2.269135, X(t)=-3.019107, Y(t)=-0.741948, Z(t)=-1.590404
t=6.200000, y(t)=-3.033459, y'(t)=-0.653971, z(t)=-0.756237, z'(t)=-0.705784, v(t)=-1.636089, v'(t)=-2.298608, X(t)=-3.033459, Y(t)=-0.756237, Z(t)=-1.636089
t=6.220000, y(t)=-3.045256, y'(t)=-0.525477, z(t)=-0.770169, z'(t)=-0.687173, v(t)=-1.682317, v'(t)=-2.323385, X(t)=-3.045256, Y(t)=-0.770169, Z(t)=-1.682317
t=6.240000, y(t)=-3.054470, y'(t)=-0.395810, z(t)=-0.783714, z'(t)=-0.667113, v(t)=-1.728993, v'(t)=-2.343435, X(t)=-3.054470, Y(t)=-0.783714, Z(t)=-1.728993
t=6.260000, y(t)=-3.061082, y'(t)=-0.265293, z(t)=-0.796844, z'(t)=-0.645655, v(t)=-1.776022, v'(t)=-2.358736, X(t)=-3.061082, Y(t)=-0.796844, Z(t)=-1.776022
t=6.280000, y(t)=-3.065078, y'(t)=-0.134248, z(t)=-0.809531, z'(t)=-0.622851, v(t)=-1.823310, v'(t)=-2.369278, X(t)=-3.065078, Y(t)=-0.809531, Z(t)=-1.823310
t=6.300000, y(t)=-3.066451, y'(t)=-0.002999, z(t)=-0.821750, z'(t)=-0.598758, v(t)=-1.870762, v'(t)=-2.375057, X(t)=-3.066451, Y(t)=-0.821750, Z(t)=-1.870762
t=6.320000, y(t)=-3.065199, y'(t)=0.128133, z(t)=-0.833473, z'(t)=-0.573434, v(t)=-1.918281, v'(t)=-2.376082, X(t)=-3.065199, Y(t)=-0.833473, Z(t)=-1.918281
t=6.340000, y(t)=-3.061329, y'(t)=0.258827, z(t)=-0.844679, z'(t)=-0.546940, v(t)=-1.965773, v'(t)=-2.372370, X(t)=-3.061329, Y(t)=-0.844679, Z(t)=-1.965773
t=6.360000, y(t)=-3.054851, y'(t)=0.388763, z(t)=-0.855344, z'(t)=-0.519340, v(t)=-2.013144, v'(t)=-2.363947, X(t)=-3.054851, Y(t)=-0.855344, Z(t)=-2.013144
t=6.380000, y(t)=-3.045785, y'(t)=0.517626, z(t)=-0.865446, z'(t)=-0.490699, v(t)=-2.060300, v'(t)=-2.350848, X(t)=-3.045785, Y(t)=-0.865446, Z(t)=-2.060300
t=6.400000, y(t)=-3.034155, y'(t)=0.645105, z(t)=-0.874965, z'(t)=-0.461084, v(t)=-2.107147, v'(t)=-2.333118, X(t)=-3.034155, Y(t)=-0.874965, Z(t)=-2.107147
t=6.420000, y(t)=-3.019992, y'(t)=0.770890, z(t)=-0.883883, z'(t)=-0.430566, v(t)=-2.153594, v'(t)=-2.310811, X(t)=-3.019992, Y(t)=-0.883883, Z(t)=-2.153594
t=6.440000, y(t)=-3.003333, y'(t)=0.894681, z(t)=-0.892182, z'(t)=-0.399216, v(t)=-2.199550, v'(t)=-2.283990, X(t)=-3.003333, Y(t)=-0.892182, Z(t)=-2.199550
t=6.460000, y(t)=-2.984220, y'(t)=1.016180, z(t)=-0.899847, z'(t)=-0.367105, v(t)=-2.244924, v'(t)=-2.252727, X(t)=-2.984220, Y(t)=-0.899847, Z(t)=-2.244924
t=6.480000, y(t)=-2.962703, y'(t)=1.135098, z(t)=-0.906862, z'(t)=-0.334310, v(t)=-2.289630, v'(t)=-2.217100, X(t)=-2.962703, Y(t)=-0.906862, Z(t)=-2.289630
t=6.500000, y(t)=-2.938835, y'(t)=1.251153, z(t)=-0.913215, z'(t)=-0.300904, v(t)=-2.333580, v'(t)=-2.177199, X(t)=-2.938835, Y(t)=-0.913215, Z(t)=-2.333580
t=6.520000, y(t)=-2.912678, y'(t)=1.364069, z(t)=-0.918895, z'(t)=-0.266965, v(t)=-2.376690, v'(t)=-2.133120, X(t)=-2.912678, Y(t)=-0.918895, Z(t)=-2.376690
t=6.540000, y(t)=-2.884295, y'(t)=1.473582, z(t)=-0.923891, z'(t)=-0.232569, v(t)=-2.418877, v'(t)=-2.084968, X(t)=-2.884295, Y(t)=-0.923891, Z(t)=-2.418877
t=6.560000, y(t)=-2.853759, y'(t)=1.579433, z(t)=-0.928195, z'(t)=-0.197796, v(t)=-2.460062, v'(t)=-2.032854, X(t)=-2.853759, Y(t)=-0.928195, Z(t)=-2.460062
t=6.580000, y(t)=-2.821144, y'(t)=1.681378, z(t)=-0.931800, z'(t)=-0.162723, v(t)=-2.500166, v'(t)=-1.976899, X(t)=-2.821144, Y(t)=-0.931800, Z(t)=-2.500166
t=6.600000, y(t)=-2.786531, y'(t)=1.779179, z(t)=-0.934702, z'(t)=-0.127429, v(t)=-2.539113, v'(t)=-1.917229, X(t)=-2.786531, Y(t)=-0.934702, Z(t)=-2.539113
t=6.620000, y(t)=-2.750006, y'(t)=1.872611, z(t)=-0.936897, z'(t)=-0.091994, v(t)=-2.576831, v'(t)=-1.853978, X(t)=-2.750006, Y(t)=-0.936897, Z(t)=-2.576831
t=6.640000, y(t)=-2.711658, y'(t)=1.961459, z(t)=-0.938382, z'(t)=-0.056496, v(t)=-2.613250, v'(t)=-1.787287, X(t)=-2.711658, Y(t)=-0.938382, Z(t)=-2.613250
t=6.660000, y(t)=-2.671580, y'(t)=2.045523, z(t)=-0.939157, z'(t)=-0.021015, v(t)=-2.648301, v'(t)=-1.717301, X(t)=-2.671580, Y(t)=-0.939157, Z(t)=-2.648301
t=6.680000, y(t)=-2.629870, y'(t)=2.124612, z(t)=-0.939223, z'(t)=0.014372, v(t)=-2.681921, v'(t)=-1.644173, X(t)=-2.629870, Y(t)=-0.939223, Z(t)=-2.681921
t=6.700000, y(t)=-2.586630, y'(t)=2.198549, z(t)=-0.938583, z'(t)=0.049585, v(t)=-2.714048, v'(t)=-1.568062, X(t)=-2.586630, Y(t)=-0.938583, Z(t)=-2.714048
t=6.720000, y(t)=-2.541963, y'(t)=2.267171, z(t)=-0.937241, z'(t)=0.084547, v(t)=-2.744624, v'(t)=-1.489132, X(t)=-2.541963, Y(t)=-0.937241, Z(t)=-2.744624
t=6.740000, y(t)=-2.495979, y'(t)=2.330327, z(t)=-0.935203, z'(t)=0.119183, v(t)=-2.773595, v'(t)=-1.407549, X(t)=-2.495979, Y(t)=-0.935203, Z(t)=-2.773595
t=6.760000, y(t)=-2.448788, y'(t)=2.387882, z(t)=-0.932476, z'(t)=0.153416, v(t)=-2.800910, v'(t)=-1.323489, X(t)=-2.448788, Y(t)=-0.932476, Z(t)=-2.800910
t=6.780000, y(t)=-2.400502, y'(t)=2.439712, z(t)=-0.929070, z'(t)=0.187173, v(t)=-2.826520, v'(t)=-1.237128, X(t)=-2.400502, Y(t)=-0.929070, Z(t)=-2.826520
t=6.800000, y(t)=-2.351238, y'(t)=2.485711, z(t)=-0.924993, z'(t)=0.220380, v(t)=-2.850381, v'(t)=-1.148647, X(t)=-2.351238, Y(t)=-0.924993, Z(t)=-2.850381
t=6.820000, y(t)=-2.301113, y'(t)=2.525784, z(t)=-0.920259, z'(t)=0.252966, v(t)=-2.872453, v'(t)=-1.058231, X(t)=-2.301113, Y(t)=-0.920259, Z(t)=-2.872453
t=6.840000, y(t)=-2.250247, y'(t)=2.559854, z(t)=-0.914879, z'(t)=0.284861, v(t)=-2.892698, v'(t)=-0.966067, X(t)=-2.250247, Y(t)=-0.914879, Z(t)=-2.892698
t=6.860000, y(t)=-2.198759, y'(t)=2.587857, z(t)=-0.908869, z'(t)=0.315997, v(t)=-2.911085, v'(t)=-0.872348, X(t)=-2.198759, Y(t)=-0.908869, Z(t)=-2.911085
t=6.880000, y(t)=-2.146773, y'(t)=2.609743, z(t)=-0.902245, z'(t)=0.346309, v(t)=-2.927583, v'(t)=-0.777264, X(t)=-2.146773, Y(t)=-0.902245, Z(t)=-2.927583
t=6.900000, y(t)=-2.094411, y'(t)=2.625481, z(t)=-0.895023, z'(t)=0.375733, v(t)=-2.942168, v'(t)=-0.681012, X(t)=-2.094411, Y(t)=-0.895023, Z(t)=-2.942168
t=6.920000, y(t)=-2.041795, y'(t)=2.635049, z(t)=-0.887222, z'(t)=0.404206, v(t)=-2.954817, v'(t)=-0.583788, X(t)=-2.041795, Y(t)=-0.887222, Z(t)=-2.954817
t=6.940000, y(t)=-1.989050, y'(t)=2.638447, z(t)=-0.878861, z'(t)=0.431669, v(t)=-2.965514, v'(t)=-0.485788, X(t)=-1.989050, Y(t)=-0.878861, Z(t)=-2.965514
t=6.960000, y(t)=-1.936298, y'(t)=2.635684, z(t)=-0.869962, z'(t)=0.458066, v(t)=-2.974245, v'(t)=-0.387212, X(t)=-1.936298, Y(t)=-0.869962, Z(t)=-2.974245
t=6.980000, y(t)=-1.883663, y'(t)=2.626788, z(t)=-0.860546, z'(t)=0.483343, v(t)=-2.981000, v'(t)=-0.288258, X(t)=-1.883663, Y(t)=-0.860546, Z(t)=-2.981000
t=7.000000, y(t)=-1.831267, y'(t)=2.611799, z(t)=-0.850636, z'(t)=0.507447, v(t)=-2.985774, v'(t)=-0.189125, X(t)=-1.831267, Y(t)=-0.850636, Z(t)=-2.985774
t=7.020000, y(t)=-1.779232, y'(t)=2.590773, z(t)=-0.840256, z'(t)=0.530331, v(t)=-2.988565, v'(t)=-0.090011, X(t)=-1.779232, Y(t)=-0.840256, Z(t)=-2.988565
t=7.040000, y(t)=-1.727676, y'(t)=2.563781, z(t)=-0.829431, z'(t)=0.551948, v(t)=-2.989376, v'(t)=0.008886, X(t)=-1.727676, Y(t)=-0.829431, Z(t)=-2.989376
t=7.060000, y(t)=-1.676720, y'(t)=2.530908, z(t)=-0.818187, z'(t)=0.572255, v(t)=-2.988212, v'(t)=0.107371, X(t)=-1.676720, Y(t)=-0.818187, Z(t)=-2.988212
t=7.080000, y(t)=-1.626478, y'(t)=2.492251, z(t)=-0.806550, z'(t)=0.591213, v(t)=-2.985085, v'(t)=0.205249, X(t)=-1.626478, Y(t)=-0.806550, Z(t)=-2.985085
t=7.100000, y(t)=-1.577067, y'(t)=2.447923, z(t)=-0.794548, z'(t)=0.608785, v(t)=-2.980008, v'(t)=0.302328, X(t)=-1.577067, Y(t)=-0.794548, Z(t)=-2.980008
t=7.120000, y(t)=-1.528599, y'(t)=2.398049, z(t)=-0.782208, z'(t)=0.624937, v(t)=-2.972999, v'(t)=0.398417, X(t)=-1.528599, Y(t)=-0.782208, Z(t)=-2.972999
t=7.140000, y(t)=-1.481181, y'(t)=2.342767, z(t)=-0.769560, z'(t)=0.639640, v(t)=-2.964079, v'(t)=0.493328, X(t)=-1.481181, Y(t)=-0.769560, Z(t)=-2.964079
t=7.160000, y(t)=-1.434923, y'(t)=2.282230, z(t)=-0.756633, z'(t)=0.652866, v(t)=-2.953275, v'(t)=0.586878, X(t)=-1.434923, Y(t)=-0.756633, Z(t)=-2.953275
t=7.180000, y(t)=-1.389926, y'(t)=2.216599, z(t)=-0.743455, z'(t)=0.664593, v(t)=-2.940614, v'(t)=0.678885, X(t)=-1.389926, Y(t)=-0.743455, Z(t)=-2.940614
t=7.200000, y(t)=-1.346292, y'(t)=2.146050, z(t)=-0.730059, z'(t)=0.674800, v(t)=-2.926131, v'(t)=0.769173, X(t)=-1.346292, Y(t)=-0.730059, Z(t)=-2.926131
t=7.220000, y(t)=-1.304116, y'(t)=2.070769, z(t)=-0.716474, z'(t)=0.683470, v(t)=-2.909860, v'(t)=0.857567, X(t)=-1.304116, Y(t)=-0.716474, Z(t)=-2.909860
t=7.240000, y(t)=-1.263491, y'(t)=1.990953, z(t)=-0.702731, z'(t)=0.690591, v(t)=-2.891842, v'(t)=0.943901, X(t)=-1.263491, Y(t)=-0.702731, Z(t)=-2.891842
t=7.260000, y(t)=-1.224507, y'(t)=1.906808, z(t)=-0.688860, z'(t)=0.696153, v(t)=-2.872119, v'(t)=1.028010, X(t)=-1.224507, Y(t)=-0.688860, Z(t)=-2.872119
t=7.280000, y(t)=-1.187246, y'(t)=1.818553, z(t)=-0.674895, z'(t)=0.700150, v(t)=-2.850737, v'(t)=1.109735, X(t)=-1.187246, Y(t)=-0.674895, Z(t)=-2.850737
t=7.300000, y(t)=-1.151790, y'(t)=1.726412, z(t)=-0.660865, z'(t)=0.702579, v(t)=-2.827746, v'(t)=1.188923, X(t)=-1.151790, Y(t)=-0.660865, Z(t)=-2.827746
t=7.320000, y(t)=-1.118214, y'(t)=1.630620, z(t)=-0.646802, z'(t)=0.703442, v(t)=-2.803198, v'(t)=1.265426, X(t)=-1.118214, Y(t)=-0.646802, Z(t)=-2.803198
t=7.340000, y(t)=-1.086588, y'(t)=1.531419, z(t)=-0.632738, z'(t)=0.702742, v(t)=-2.777148, v'(t)=1.339104, X(t)=-1.086588, Y(t)=-0.632738, Z(t)=-2.777148
t=7.360000, y(t)=-1.056978, y'(t)=1.429060, z(t)=-0.618703, z'(t)=0.700487, v(t)=-2.749654, v'(t)=1.409819, X(t)=-1.056978, Y(t)=-0.618703, Z(t)=-2.749654
t=7.380000, y(t)=-1.029445, y'(t)=1.323799, z(t)=-0.604728, z'(t)=0.696688, v(t)=-2.720776, v'(t)=1.477444, X(t)=-1.029445, Y(t)=-0.604728, Z(t)=-2.720776
t=7.400000, y(t)=-1.004044, y'(t)=1.215897, z(t)=-0.590845, z'(t)=0.691361, v(t)=-2.690577, v'(t)=1.541856, X(t)=-1.004044, Y(t)=-0.590845, Z(t)=-2.690577
t=7.420000, y(t)=-0.980825, y'(t)=1.105623, z(t)=-0.577084, z'(t)=0.684522, v(t)=-2.659124, v'(t)=1.602939, X(t)=-0.980825, Y(t)=-0.577084, Z(t)=-2.659124
t=7.440000, y(t)=-0.959833, y'(t)=0.993248, z(t)=-0.563475, z'(t)=0.676194, v(t)=-2.626483, v'(t)=1.660585, X(t)=-0.959833, Y(t)=-0.563475, Z(t)=-2.626483
t=7.460000, y(t)=-0.941107, y'(t)=0.879050, z(t)=-0.550046, z'(t)=0.666401, v(t)=-2.592724, v'(t)=1.714693, X(t)=-0.941107, Y(t)=-0.550046, Z(t)=-2.592724
t=7.480000, y(t)=-0.924681, y'(t)=0.763308, z(t)=-0.536828, z'(t)=0.655169, v(t)=-2.557919, v'(t)=1.765169, X(t)=-0.924681, Y(t)=-0.536828, Z(t)=-2.557919
t=7.500000, y(t)=-0.910583, y'(t)=0.646304, z(t)=-0.523849, z'(t)=0.642530, v(t)=-2.522142, v'(t)=1.811927, X(t)=-0.910583, Y(t)=-0.523849, Z(t)=-2.522142
t=7.520000, y(t)=-0.898836, y'(t)=0.528323, z(t)=-0.511136, z'(t)=0.628518, v(t)=-2.485468, v'(t)=1.854889, X(t)=-0.898836, Y(t)=-0.511136, Z(t)=-2.485468
t=7.540000, y(t)=-0.889455, y'(t)=0.409649, z(t)=-0.498717, z'(t)=0.613168, v(t)=-2.447972, v'(t)=1.893984, X(t)=-0.889455, Y(t)=-0.498717, Z(t)=-2.447972
