t=10.000000, y(t)=0.000000, y'(t)=0.000000, z(t)=0.000000, z'(t)=0.000000, v(t)=0.000000, v'(t)=0.000000, X(t)=0.000000, Y(t)=0.000000, Z(t)=0.000000
t=40.380000, y(t)=4.592591, y'(t)=0.164070, z(t)=-0.642048, z'(t)=-0.046863, v(t)=-1.979665, v'(t)=0.207262, X(t)=4.592591, Y(t)=-0.642048, Z(t)=-1.979665
t=40.400000, y(t)=4.595850, y'(t)=0.161843, z(t)=-0.642959, z'(t)=-0.044263, v(t)=-1.975550, v'(t)=0.204203, X(t)=4.595850, Y(t)=-0.642959, Z(t)=-1.975550
t=40.420000, y(t)=4.599064, y'(t)=0.159628, z(t)=-0.643818, z'(t)=-0.041577, v(t)=-1.971500, v'(t)=0.200750, X(t)=4.599064, Y(t)=-0.643818, Z(t)=-1.971500
t=40.440000, y(t)=4.602235, y'(t)=0.157430, z(t)=-0.644622, z'(t)=-0.038808, v(t)=-1.967523, v'(t)=0.196910, X(t)=4.602235, Y(t)=-0.644622, Z(t)=-1.967523
t=40.460000, y(t)=4.605362, y'(t)=0.155254, z(t)=-0.645370, z'(t)=-0.035965, v(t)=-1.963626, v'(t)=0.192694, X(t)=4.605362, Y(t)=-0.645370, Z(t)=-1.963626
t=40.480000, y(t)=4.608445, y'(t)=0.153105, z(t)=-0.646060, z'(t)=-0.033053, v(t)=-1.959817, v'(t)=0.188111, X(t)=4.608445, Y(t)=-0.646060, Z(t)=-1.959817
t=40.500000, y(t)=4.611486, y'(t)=0.150990, z(t)=-0.646691, z'(t)=-0.030080, v(t)=-1.956104, v'(t)=0.183171, X(t)=4.611486, Y(t)=-0.646691, Z(t)=-1.956104
t=40.520000, y(t)=4.614485, y'(t)=0.148911, z(t)=-0.647263, z'(t)=-0.027052, v(t)=-1.952493, v'(t)=0.177886, X(t)=4.614485, Y(t)=-0.647263, Z(t)=-1.952493
t=40.540000, y(t)=4.617443, y'(t)=0.146876, z(t)=-0.647773, z'(t)=-0.023976, v(t)=-1.948991, v'(t)=0.172267, X(t)=4.617443, Y(t)=-0.647773, Z(t)=-1.948991
t=40.560000, y(t)=4.620360, y'(t)=0.144888, z(t)=-0.648222, z'(t)=-0.020859, v(t)=-1.945604, v'(t)=0.166328, X(t)=4.620360, Y(t)=-0.648222, Z(t)=-1.945604
t=40.580000, y(t)=4.623239, y'(t)=0.142952, z(t)=-0.648607, z'(t)=-0.017708, v(t)=-1.942340, v'(t)=0.160082, X(t)=4.623239, Y(t)=-0.648607, Z(t)=-1.942340
t=40.600000, y(t)=4.626079, y'(t)=0.141073, z(t)=-0.648930, z'(t)=-0.014531, v(t)=-1.939203, v'(t)=0.153541, X(t)=4.626079, Y(t)=-0.648930, Z(t)=-1.939203
t=40.620000, y(t)=4.628882, y'(t)=0.139255, z(t)=-0.649188, z'(t)=-0.011334, v(t)=-1.936200, v'(t)=0.146721, X(t)=4.628882, Y(t)=-0.649188, Z(t)=-1.936200
t=40.640000, y(t)=4.631650, y'(t)=0.137503, z(t)=-0.649383, z'(t)=-0.008125, v(t)=-1.933336, v'(t)=0.139635, X(t)=4.631650, Y(t)=-0.649383, Z(t)=-1.933336
t=40.660000, y(t)=4.634383, y'(t)=0.135819, z(t)=-0.649513, z'(t)=-0.004911, v(t)=-1.930616, v'(t)=0.132300, X(t)=4.634383, Y(t)=-0.649513, Z(t)=-1.930616
t=40.680000, y(t)=4.637083, y'(t)=0.134209, z(t)=-0.649579, z'(t)=-0.001698, v(t)=-1.928045, v'(t)=0.124730, X(t)=4.637083, Y(t)=-0.649579, Z(t)=-1.928045
t=40.700000, y(t)=4.639752, y'(t)=0.132676, z(t)=-0.649581, z'(t)=0.001505, v(t)=-1.925628, v'(t)=0.116942, X(t)=4.639752, Y(t)=-0.649581, Z(t)=-1.925628
t=40.720000, y(t)=4.642390, y'(t)=0.131223, z(t)=-0.649519, z'(t)=0.004692, v(t)=-1.923369, v'(t)=0.108953, X(t)=4.642390, Y(t)=-0.649519, Z(t)=-1.923369
t=40.740000, y(t)=4.645001, y'(t)=0.129853, z(t)=-0.649394, z'(t)=0.007857, v(t)=-1.921271, v'(t)=0.100778, X(t)=4.645001, Y(t)=-0.649394, Z(t)=-1.921271
t=40.760000, y(t)=4.647585, y'(t)=0.128570, z(t)=-0.649205, z'(t)=0.010991, v(t)=-1.919339, v'(t)=0.092435, X(t)=4.647585, Y(t)=-0.649205, Z(t)=-1.919339
t=40.780000, y(t)=4.650144, y'(t)=0.127376, z(t)=-0.648954, z'(t)=0.014088, v(t)=-1.917575, v'(t)=0.083941, X(t)=4.650144, Y(t)=-0.648954, Z(t)=-1.917575
t=40.800000, y(t)=4.652681, y'(t)=0.126274, z(t)=-0.648642, z'(t)=0.017141, v(t)=-1.915982, v'(t)=0.075314, X(t)=4.652681, Y(t)=-0.648642, Z(t)=-1.915982
t=40.820000, y(t)=4.655196, y'(t)=0.125267, z(t)=-0.648269, z'(t)=0.020145, v(t)=-1.914563, v'(t)=0.066571, X(t)=4.655196, Y(t)=-0.648269, Z(t)=-1.914563
t=40.840000, y(t)=4.657692, y'(t)=0.124355, z(t)=-0.647837, z'(t)=0.023092, v(t)=-1.913320, v'(t)=0.057731, X(t)=4.657692, Y(t)=-0.647837, Z(t)=-1.913320
t=40.860000, y(t)=4.660171, y'(t)=0.123542, z(t)=-0.647346, z'(t)=0.025976, v(t)=-1.912255, v'(t)=0.048810, X(t)=4.660171, Y(t)=-0.647346, Z(t)=-1.912255
t=40.880000, y(t)=4.662634, y'(t)=0.122829, z(t)=-0.646798, z'(t)=0.028790, v(t)=-1.911368, v'(t)=0.039829, X(t)=4.662634, Y(t)=-0.646798, Z(t)=-1.911368
t=40.900000, y(t)=4.665085, y'(t)=0.122216, z(t)=-0.646195, z'(t)=0.031530, v(t)=-1.910662, v'(t)=0.030803, X(t)=4.665085, Y(t)=-0.646195, Z(t)=-1.910662
t=40.920000, y(t)=4.667524, y'(t)=0.121706, z(t)=-0.645537, z'(t)=0.034189, v(t)=-1.910136, v'(t)=0.021753, X(t)=4.667524, Y(t)=-0.645537, Z(t)=-1.910136
t=40.940000, y(t)=4.669954, y'(t)=0.121299, z(t)=-0.644828, z'(t)=0.036761, v(t)=-1.909792, v'(t)=0.012695, X(t)=4.669954, Y(t)=-0.644828, Z(t)=-1.909792
t=40.960000, y(t)=4.672376, y'(t)=0.120996, z(t)=-0.644068, z'(t)=0.039242, v(t)=-1.909628, v'(t)=0.003648, X(t)=4.672376, Y(t)=-0.644068, Z(t)=-1.909628
t=40.980000, y(t)=4.674794, y'(t)=0.120796, z(t)=-0.643259, z'(t)=0.041626, v(t)=-1.909646, v'(t)=-0.005370, X(t)=4.674794, Y(t)=-0.643259, Z(t)=-1.909646
t=41.000000, y(t)=4.677209, y'(t)=0.120701, z(t)=-0.642403, z'(t)=0.043908, v(t)=-1.909843, v'(t)=-0.014341, X(t)=4.677209, Y(t)=-0.642403, Z(t)=-1.909843
t=41.020000, y(t)=4.679623, y'(t)=0.120709, z(t)=-0.641503, z'(t)=0.046084, v(t)=-1.910219, v'(t)=-0.023248, X(t)=4.679623, Y(t)=-0.641503, Z(t)=-1.910219
t=41.040000, y(t)=4.682038, y'(t)=0.120821, z(t)=-0.640561, z'(t)=0.048149, v(t)=-1.910772, v'(t)=-0.032074, X(t)=4.682038, Y(t)=-0.640561, Z(t)=-1.910772
t=41.060000, y(t)=4.684456, y'(t)=0.121036, z(t)=-0.639578, z'(t)=0.050099, v(t)=-1.911501, v'(t)=-0.040800, X(t)=4.684456, Y(t)=-0.639578, Z(t)=-1.911501
t=41.080000, y(t)=4.686880, y'(t)=0.121352, z(t)=-0.638557, z'(t)=0.051930, v(t)=-1.912403, v'(t)=-0.049409, X(t)=4.686880, Y(t)=-0.638557, Z(t)=-1.912403
t=41.100000, y(t)=4.689311, y'(t)=0.121769, z(t)=-0.637501, z'(t)=0.053639, v(t)=-1.913477, v'(t)=-0.057887, X(t)=4.689311, Y(t)=-0.637501, Z(t)=-1.913477
t=41.120000, y(t)=4.691752, y'(t)=0.122286, z(t)=-0.636413, z'(t)=0.055221, v(t)=-1.914718, v'(t)=-0.066215, X(t)=4.691752, Y(t)=-0.636413, Z(t)=-1.914718
t=41.140000, y(t)=4.694203, y'(t)=0.122899, z(t)=-0.635293, z'(t)=0.056676, v(t)=-1.916124, v'(t)=-0.074377, X(t)=4.694203, Y(t)=-0.635293, Z(t)=-1.916124
t=41.160000, y(t)=4.696668, y'(t)=0.123609, z(t)=-0.634147, z'(t)=0.057999, v(t)=-1.917692, v'(t)=-0.082359, X(t)=4.696668, Y(t)=-0.634147, Z(t)=-1.917692
t=41.180000, y(t)=4.699148, y'(t)=0.124412, z(t)=-0.632974, z'(t)=0.059188, v(t)=-1.919417, v'(t)=-0.090145, X(t)=4.699148, Y(t)=-0.632974, Z(t)=-1.919417
t=41.200000, y(t)=4.701645, y'(t)=0.125306, z(t)=-0.631780, z'(t)=0.060241, v(t)=-1.921296, v'(t)=-0.097721, X(t)=4.701645, Y(t)=-0.631780, Z(t)=-1.921296
t=41.220000, y(t)=4.704161, y'(t)=0.126288, z(t)=-0.630566, z'(t)=0.061156, v(t)=-1.923324, v'(t)=-0.105071, X(t)=4.704161, Y(t)=-0.630566, Z(t)=-1.923324
t=41.240000, y(t)=4.706697, y'(t)=0.127357, z(t)=-0.629335, z'(t)=0.061932, v(t)=-1.925497, v'(t)=-0.112183, X(t)=4.706697, Y(t)=-0.629335, Z(t)=-1.925497
t=41.260000, y(t)=4.709256, y'(t)=0.128508, z(t)=-0.628089, z'(t)=0.062568, v(t)=-1.927810, v'(t)=-0.119043, X(t)=4.709256, Y(t)=-0.628089, Z(t)=-1.927810
t=41.280000, y(t)=4.711838, y'(t)=0.129740, z(t)=-0.626833, z'(t)=0.063063, v(t)=-1.930257, v'(t)=-0.125639, X(t)=4.711838, Y(t)=-0.626833, Z(t)=-1.930257
t=41.300000, y(t)=4.714446, y'(t)=0.131047, z(t)=-0.625568, z'(t)=0.063416, v(t)=-1.932834, v'(t)=-0.131958, X(t)=4.714446, Y(t)=-0.625568, Z(t)=-1.932834
t=41.320000, y(t)=4.717081, y'(t)=0.132428, z(t)=-0.624297, z'(t)=0.063627, v(t)=-1.935534, v'(t)=-0.137989, X(t)=4.717081, Y(t)=-0.624297, Z(t)=-1.935534
t=41.340000, y(t)=4.719744, y'(t)=0.133878, z(t)=-0.623024, z'(t)=0.063696, v(t)=-1.938351, v'(t)=-0.143720, X(t)=4.719744, Y(t)=-0.623024, Z(t)=-1.938351
t=41.360000, y(t)=4.722436, y'(t)=0.135393, z(t)=-0.621750, z'(t)=0.063623, v(t)=-1.941281, v'(t)=-0.149143, X(t)=4.722436, Y(t)=-0.621750, Z(t)=-1.941281
t=41.380000, y(t)=4.725160, y'(t)=0.136970, z(t)=-0.620480, z'(t)=0.063410, v(t)=-1.944315, v'(t)=-0.154247, X(t)=4.725160, Y(t)=-0.620480, Z(t)=-1.944315
t=41.400000, y(t)=4.727915, y'(t)=0.138604, z(t)=-0.619215, z'(t)=0.063057, v(t)=-1.947448, v'(t)=-0.159023, X(t)=4.727915, Y(t)=-0.619215, Z(t)=-1.947448
t=41.420000, y(t)=4.730704, y'(t)=0.140291, z(t)=-0.617958, z'(t)=0.062566, v(t)=-1.950674, v'(t)=-0.163464, X(t)=4.730704, Y(t)=-0.617958, Z(t)=-1.950674
t=41.440000, y(t)=4.733527, y'(t)=0.142026, z(t)=-0.616713, z'(t)=0.061938, v(t)=-1.953984, v'(t)=-0.167561, X(t)=4.733527, Y(t)=-0.616713, Z(t)=-1.953984
t=41.460000, y(t)=4.736386, y'(t)=0.143807, z(t)=-0.615482, z'(t)=0.061176, v(t)=-1.957374, v'(t)=-0.171307, X(t)=4.736386, Y(t)=-0.615482, Z(t)=-1.957374
t=41.480000, y(t)=4.739280, y'(t)=0.145627, z(t)=-0.614267, z'(t)=0.060280, v(t)=-1.960834, v'(t)=-0.174698, X(t)=4.739280, Y(t)=-0.614267, Z(t)=-1.960834
t=41.500000, y(t)=4.742211, y'(t)=0.147482, z(t)=-0.613071, z'(t)=0.059255, v(t)=-1.964359, v'(t)=-0.177727, X(t)=4.742211, Y(t)=-0.613071, Z(t)=-1.964359
t=41.520000, y(t)=4.745179, y'(t)=0.149367, z(t)=-0.611898, z'(t)=0.058103, v(t)=-1.967941, v'(t)=-0.180390, X(t)=4.745179, Y(t)=-0.611898, Z(t)=-1.967941
t=41.540000, y(t)=4.748186, y'(t)=0.151279, z(t)=-0.610748, z'(t)=0.056826, v(t)=-1.971572, v'(t)=-0.182683, X(t)=4.748186, Y(t)=-0.610748, Z(t)=-1.971572
t=41.560000, y(t)=4.751231, y'(t)=0.153211, z(t)=-0.609625, z'(t)=0.055429, v(t)=-1.975246, v'(t)=-0.184603, X(t)=4.751231, Y(t)=-0.609625, Z(t)=-1.975246
t=41.580000, y(t)=4.754314, y'(t)=0.155159, z(t)=-0.608532, z'(t)=0.053914, v(t)=-1.978954, v'(t)=-0.186148, X(t)=4.754314, Y(t)=-0.608532, Z(t)=-1.978954
t=41.600000, y(t)=4.757437, y'(t)=0.157119, z(t)=-0.607470, z'(t)=0.052286, v(t)=-1.982689, v'(t)=-0.187315, X(t)=4.757437, Y(t)=-0.607470, Z(t)=-1.982689
t=41.620000, y(t)=4.760599, y'(t)=0.159085, z(t)=-0.606441, z'(t)=0.050548, v(t)=-1.986444, v'(t)=-0.188105, X(t)=4.760599, Y(t)=-0.606441, Z(t)=-1.986444
t=41.640000, y(t)=4.763800, y'(t)=0.161053, z(t)=-0.605448, z'(t)=0.048705, v(t)=-1.990211, v'(t)=-0.188517, X(t)=4.763800, Y(t)=-0.605448, Z(t)=-1.990211
t=41.660000, y(t)=4.767041, y'(t)=0.163017, z(t)=-0.604493, z'(t)=0.046762, v(t)=-1.993982, v'(t)=-0.188551, X(t)=4.767041, Y(t)=-0.604493, Z(t)=-1.993982
t=41.680000, y(t)=4.770321, y'(t)=0.164974, z(t)=-0.603578, z'(t)=0.044723, v(t)=-1.997751, v'(t)=-0.188210, X(t)=4.770321, Y(t)=-0.603578, Z(t)=-1.997751
t=41.700000, y(t)=4.773640, y'(t)=0.166917, z(t)=-0.602705, z'(t)=0.042593, v(t)=-2.001508, v'(t)=-0.187496, X(t)=4.773640, Y(t)=-0.602705, Z(t)=-2.001508
t=41.720000, y(t)=4.776998, y'(t)=0.168844, z(t)=-0.601875, z'(t)=0.040377, v(t)=-2.005248, v'(t)=-0.186410, X(t)=4.776998, Y(t)=-0.601875, Z(t)=-2.005248
t=41.740000, y(t)=4.780394, y'(t)=0.170748, z(t)=-0.601091, z'(t)=0.038080, v(t)=-2.008962, v'(t)=-0.184958, X(t)=4.780394, Y(t)=-0.601091, Z(t)=-2.008962
t=41.760000, y(t)=4.783827, y'(t)=0.172625, z(t)=-0.600353, z'(t)=0.035708, v(t)=-2.012644, v'(t)=-0.183143, X(t)=4.783827, Y(t)=-0.600353, Z(t)=-2.012644
t=41.780000, y(t)=4.787298, y'(t)=0.174471, z(t)=-0.599663, z'(t)=0.033267, v(t)=-2.016285, v'(t)=-0.180970, X(t)=4.787298, Y(t)=-0.599663, Z(t)=-2.016285
t=41.800000, y(t)=4.790806, y'(t)=0.176282, z(t)=-0.599022, z'(t)=0.030761, v(t)=-2.019880, v'(t)=-0.178446, X(t)=4.790806, Y(t)=-0.599022, Z(t)=-2.019880
t=41.820000, y(t)=4.794349, y'(t)=0.178053, z(t)=-0.598433, z'(t)=0.028197, v(t)=-2.023421, v'(t)=-0.175576, X(t)=4.794349, Y(t)=-0.598433, Z(t)=-2.023421
t=41.840000, y(t)=4.797928, y'(t)=0.179779, z(t)=-0.597895, z'(t)=0.025581, v(t)=-2.026901, v'(t)=-0.172368, X(t)=4.797928, Y(t)=-0.597895, Z(t)=-2.026901
t=41.860000, y(t)=4.801540, y'(t)=0.181458, z(t)=-0.597410, z'(t)=0.022919, v(t)=-2.030314, v'(t)=-0.168829, X(t)=4.801540, Y(t)=-0.597410, Z(t)=-2.030314
t=41.880000, y(t)=4.805186, y'(t)=0.183084, z(t)=-0.596978, z'(t)=0.020217, v(t)=-2.033652, v'(t)=-0.164969, X(t)=4.805186, Y(t)=-0.596978, Z(t)=-2.033652
t=41.900000, y(t)=4.808863, y'(t)=0.184655, z(t)=-0.596601, z'(t)=0.017480, v(t)=-2.036910, v'(t)=-0.160795, X(t)=4.808863, Y(t)=-0.596601, Z(t)=-2.036910
t=41.920000, y(t)=4.812572, y'(t)=0.186166, z(t)=-0.596279, z'(t)=0.014716, v(t)=-2.040082, v'(t)=-0.156317, X(t)=4.812572, Y(t)=-0.596279, Z(t)=-2.040082
t=41.940000, y(t)=4.816309, y'(t)=0.187614, z(t)=-0.596013, z'(t)=0.011930, v(t)=-2.043161, v'(t)=-0.151546, X(t)=4.816309, Y(t)=-0.596013, Z(t)=-2.043161
t=41.960000, y(t)=4.820076, y'(t)=0.188996, z(t)=-0.595802, z'(t)=0.009129, v(t)=-2.046142, v'(t)=-0.146491, X(t)=4.820076, Y(t)=-0.595802, Z(t)=-2.046142
t=41.980000, y(t)=4.823869, y'(t)=0.190309, z(t)=-0.595648, z'(t)=0.006319, v(t)=-2.049019, v'(t)=-0.141166, X(t)=4.823869, Y(t)=-0.595648, Z(t)=-2.049019
t=42.000000, y(t)=4.827688, y'(t)=0.191550, z(t)=-0.595549, z'(t)=0.003506, v(t)=-2.051787, v'(t)=-0.135580, X(t)=4.827688, Y(t)=-0.595549, Z(t)=-2.051787
t=42.020000, y(t)=4.831530, y'(t)=0.192715, z(t)=-0.595507, z'(t)=0.000696, v(t)=-2.054440, v'(t)=-0.129746, X(t)=4.831530, Y(t)=-0.595507, Z(t)=-2.054440
t=42.040000, y(t)=4.835396, y'(t)=0.193803, z(t)=-0.595522, z'(t)=-0.002103, v(t)=-2.056975, v'(t)=-0.123678, X(t)=4.835396, Y(t)=-0.595522, Z(t)=-2.056975
t=42.060000, y(t)=4.839282, y'(t)=0.194811, z(t)=-0.595591, z'(t)=-0.004887, v(t)=-2.059386, v'(t)=-0.117387, X(t)=4.839282, Y(t)=-0.595591, Z(t)=-2.059386
t=42.080000, y(t)=4.843188, y'(t)=0.195737, z(t)=-0.595717, z'(t)=-0.007650, v(t)=-2.061669, v'(t)=-0.110887, X(t)=4.843188, Y(t)=-0.595717, Z(t)=-2.061669
t=42.100000, y(t)=4.847111, y'(t)=0.196579, z(t)=-0.595897, z'(t)=-0.010384, v(t)=-2.063820, v'(t)=-0.104193, X(t)=4.847111, Y(t)=-0.595897, Z(t)=-2.063820
t=42.120000, y(t)=4.851050, y'(t)=0.197335, z(t)=-0.596132, z'(t)=-0.013084, v(t)=-2.065836, v'(t)=-0.097318, X(t)=4.851050, Y(t)=-0.596132, Z(t)=-2.065836
t=42.140000, y(t)=4.855004, y'(t)=0.198004, z(t)=-0.596420, z'(t)=-0.015744, v(t)=-2.067712, v'(t)=-0.090276, X(t)=4.855004, Y(t)=-0.596420, Z(t)=-2.067712
t=42.160000, y(t)=4.858970, y'(t)=0.198584, z(t)=-0.596761, z'(t)=-0.018359, v(t)=-2.069446, v'(t)=-0.083082, X(t)=4.858970, Y(t)=-0.596761, Z(t)=-2.069446
t=42.180000, y(t)=4.862946, y'(t)=0.199075, z(t)=-0.597154, z'(t)=-0.020923, v(t)=-2.071034, v'(t)=-0.075752, X(t)=4.862946, Y(t)=-0.597154, Z(t)=-2.071034
t=42.200000, y(t)=4.866932, y'(t)=0.199475, z(t)=-0.597598, z'(t)=-0.023430, v(t)=-2.072475, v'(t)=-0.068300, X(t)=4.866932, Y(t)=-0.597598, Z(t)=-2.072475
t=42.220000, y(t)=4.870925, y'(t)=0.199785, z(t)=-0.598091, z'(t)=-0.025875, v(t)=-2.073765, v'(t)=-0.060742, X(t)=4.870925, Y(t)=-0.598091, Z(t)=-2.073765
t=42.240000, y(t)=4.874923, y'(t)=0.200002, z(t)=-0.598633, z'(t)=-0.028253, v(t)=-2.074904, v'(t)=-0.053093, X(t)=4.874923, Y(t)=-0.598633, Z(t)=-2.074904
t=42.260000, y(t)=4.878924, y'(t)=0.200128, z(t)=-0.599221, z'(t)=-0.030559, v(t)=-2.075889, v'(t)=-0.045369, X(t)=4.878924, Y(t)=-0.599221, Z(t)=-2.075889
t=42.280000, y(t)=4.882927, y'(t)=0.200163, z(t)=-0.599854, z'(t)=-0.032788, v(t)=-2.076718, v'(t)=-0.037585, X(t)=4.882927, Y(t)=-0.599854, Z(t)=-2.076718
t=42.300000, y(t)=4.886930, y'(t)=0.200106, z(t)=-0.600532, z'(t)=-0.034936, v(t)=-2.077392, v'(t)=-0.029757, X(t)=4.886930, Y(t)=-0.600532, Z(t)=-2.077392
t=42.320000, y(t)=4.890931, y'(t)=0.199959, z(t)=-0.601251, z'(t)=-0.036997, v(t)=-2.077908, v'(t)=-0.021901, X(t)=4.890931, Y(t)=-0.601251, Z(t)=-2.077908
t=42.340000, y(t)=4.894928, y'(t)=0.199721, z(t)=-0.602011, z'(t)=-0.038969, v(t)=-2.078268, v'(t)=-0.014034, X(t)=4.894928, Y(t)=-0.602011, Z(t)=-2.078268
t=42.360000, y(t)=4.898919, y'(t)=0.199394, z(t)=-0.602809, z'(t)=-0.040846, v(t)=-2.078470, v'(t)=-0.006169, X(t)=4.898919, Y(t)=-0.602809, Z(t)=-2.078470
t=42.380000, y(t)=4.902903, y'(t)=0.198980, z(t)=-0.603644, z'(t)=-0.042625, v(t)=-2.078515, v'(t)=0.001676, X(t)=4.902903, Y(t)=-0.603644, Z(t)=-2.078515
t=42.400000, y(t)=4.906878, y'(t)=0.198478, z(t)=-0.604514, z'(t)=-0.044302, v(t)=-2.078403, v'(t)=0.009487, X(t)=4.906878, Y(t)=-0.604514, Z(t)=-2.078403
t=42.420000, y(t)=4.910842, y'(t)=0.197892, z(t)=-0.605416, z'(t)=-0.045874, v(t)=-2.078135, v'(t)=0.017248, X(t)=4.910842, Y(t)=-0.605416, Z(t)=-2.078135
t=42.440000, y(t)=4.914793, y'(t)=0.197222, z(t)=-0.606348, z'(t)=-0.047339, v(t)=-2.077713, v'(t)=0.024943, X(t)=4.914793, Y(t)=-0.606348, Z(t)=-2.077713
t=42.460000, y(t)=4.918730, y'(t)=0.196472, z(t)=-0.607308, z'(t)=-0.048693, v(t)=-2.077138, v'(t)=0.032558, X(t)=4.918730, Y(t)=-0.607308, Z(t)=-2.077138
t=42.480000, y(t)=4.922651, y'(t)=0.195642, z(t)=-0.608295, z'(t)=-0.049933, v(t)=-2.076412, v'(t)=0.040077, X(t)=4.922651, Y(t)=-0.608295, Z(t)=-2.076412
t=42.500000, y(t)=4.926555, y'(t)=0.194735, z(t)=-0.609305, z'(t)=-0.051058, v(t)=-2.075536, v'(t)=0.047487, X(t)=4.926555, Y(t)=-0.609305, Z(t)=-2.075536
t=42.520000, y(t)=4.930440, y'(t)=0.193754, z(t)=-0.610336, z'(t)=-0.052065, v(t)=-2.074513, v'(t)=0.054773, X(t)=4.930440, Y(t)=-0.610336, Z(t)=-2.074513
t=42.540000, y(t)=4.934305, y'(t)=0.192701, z(t)=-0.611387, z'(t)=-0.052953, v(t)=-2.073346, v'(t)=0.061920, X(t)=4.934305, Y(t)=-0.611387, Z(t)=-2.073346
t=42.560000, y(t)=4.938148, y'(t)=0.191580, z(t)=-0.612454, z'(t)=-0.053720, v(t)=-2.072037, v'(t)=0.068916, X(t)=4.938148, Y(t)=-0.612454, Z(t)=-2.072037
t=42.580000, y(t)=4.941968, y'(t)=0.190393, z(t)=-0.613535, z'(t)=-0.054365, v(t)=-2.070590, v'(t)=0.075746, X(t)=4.941968, Y(t)=-0.613535, Z(t)=-2.070590
t=42.600000, y(t)=4.945763, y'(t)=0.189144, z(t)=-0.614628, z'(t)=-0.054887, v(t)=-2.069009, v'(t)=0.082398, X(t)=4.945763, Y(t)=-0.614628, Z(t)=-2.069009
t=42.620000, y(t)=4.949533, y'(t)=0.187835, z(t)=-0.615729, z'(t)=-0.055285, v(t)=-2.067296, v'(t)=0.088860, X(t)=4.949533, Y(t)=-0.615729, Z(t)=-2.067296
t=42.640000, y(t)=4.953276, y'(t)=0.186471, z(t)=-0.616838, z'(t)=-0.055558, v(t)=-2.065456, v'(t)=0.095118, X(t)=4.953276, Y(t)=-0.616838, Z(t)=-2.065456
t=42.660000, y(t)=4.956992, y'(t)=0.185054, z(t)=-0.617951, z'(t)=-0.055708, v(t)=-2.063492, v'(t)=0.101162, X(t)=4.956992, Y(t)=-0.617951, Z(t)=-2.063492
t=42.680000, y(t)=4.960678, y'(t)=0.183589, z(t)=-0.619066, z'(t)=-0.055734, v(t)=-2.061411, v'(t)=0.106981, X(t)=4.960678, Y(t)=-0.619066, Z(t)=-2.061411
t=42.700000, y(t)=4.964335, y'(t)=0.182080, z(t)=-0.620179, z'(t)=-0.055635, v(t)=-2.059215, v'(t)=0.112563, X(t)=4.964335, Y(t)=-0.620179, Z(t)=-2.059215
t=42.720000, y(t)=4.967961, y'(t)=0.180529, z(t)=-0.621290, z'(t)=-0.055414, v(t)=-2.056910, v'(t)=0.117899, X(t)=4.967961, Y(t)=-0.621290, Z(t)=-2.056910
t=42.740000, y(t)=4.971556, y'(t)=0.178942, z(t)=-0.622395, z'(t)=-0.055072, v(t)=-2.054501, v'(t)=0.122978, X(t)=4.971556, Y(t)=-0.622395, Z(t)=-2.054501
t=42.760000, y(t)=4.975118, y'(t)=0.177321, z(t)=-0.623492, z'(t)=-0.054608, v(t)=-2.051992, v'(t)=0.127792, X(t)=4.975118, Y(t)=-0.623492, Z(t)=-2.051992
t=42.780000, y(t)=4.978648, y'(t)=0.175672, z(t)=-0.624579, z'(t)=-0.054025, v(t)=-2.049391, v'(t)=0.132333, X(t)=4.978648, Y(t)=-0.624579, Z(t)=-2.049391
t=42.800000, y(t)=4.982145, y'(t)=0.173999, z(t)=-0.625652, z'(t)=-0.053325, v(t)=-2.046701, v'(t)=0.136592, X(t)=4.982145, Y(t)=-0.625652, Z(t)=-2.046701
t=42.820000, y(t)=4.985608, y'(t)=0.172305, z(t)=-0.626711, z'(t)=-0.052509, v(t)=-2.043929, v'(t)=0.140561, X(t)=4.985608, Y(t)=-0.626711, Z(t)=-2.043929
t=42.840000, y(t)=4.989037, y'(t)=0.170595, z(t)=-0.627752, z'(t)=-0.051581, v(t)=-2.041080, v'(t)=0.144235, X(t)=4.989037, Y(t)=-0.627752, Z(t)=-2.041080
t=42.860000, y(t)=4.992432, y'(t)=0.168873, z(t)=-0.628773, z'(t)=-0.050541, v(t)=-2.038162, v'(t)=0.147607, X(t)=4.992432, Y(t)=-0.628773, Z(t)=-2.038162
t=42.880000, y(t)=4.995792, y'(t)=0.167143, z(t)=-0.629773, z'(t)=-0.049394, v(t)=-2.035178, v'(t)=0.150671, X(t)=4.995792, Y(t)=-0.629773, Z(t)=-2.035178
t=42.900000, y(t)=4.999118, y'(t)=0.165410, z(t)=-0.630749, z'(t)=-0.048142, v(t)=-2.032137, v'(t)=0.153423, X(t)=4.999118, Y(t)=-0.630749, Z(t)=-2.032137
t=42.920000, y(t)=5.002408, y'(t)=0.163678, z(t)=-0.631698, z'(t)=-0.046788, v(t)=-2.029043, v'(t)=0.155858, X(t)=5.002408, Y(t)=-0.631698, Z(t)=-2.029043
t=42.940000, y(t)=5.005665, y'(t)=0.161951, z(t)=-0.632619, z'(t)=-0.045336, v(t)=-2.025905, v'(t)=0.157973, X(t)=5.005665, Y(t)=-0.632619, Z(t)=-2.025905
